name	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
graduated cylinder	1219	0.0052089193	0.12276601	0.08995786	-12.966403	0.34407046	-3.0839136	-0.60747135	0.278327	-0.46271345	-1	33	7	32
dML	965	0.05560004	0.25723302	-0.070083775	-0.72091013	-18.738817	0.1564561	0.3115736	0.028643832	-0.23765512	-1	22	-1	-1
dHCP	96	-0.021117931	-0.087599136	-0.10154235	15.154087	2.7180343	5.3542747	-0.4881239	-0.46089494	-0.26624414	-1	0	-1	-1
chinese	1417	0.16053067	0.008933154	-0.15379895	17.746683	-3.9877222	7.8006577	-0.72355664	-0.40092763	-0.9676238	-1	1	-1	8
united States	446	-0.0283291	-0.07208311	0.21143992	-12.380629	10.279993	-14.742928	-0.1901548	-0.52922374	-0.92279506	18	10	-1	28
facilitator	1357	0.073843196	0.050969027	0.11895275	3.5804172	-5.812682	-7.7594094	-0.021615328	0.06838579	-0.70346814	-1	-1	1	-1
neurotransmitters	790	-0.081901155	-0.05093055	0.10945556	-0.19801109	15.040439	-7.007381	-0.24702291	0.23398192	-0.09683222	-1	8	16	27
flywheel	864	0.00189173	-0.119380444	0.061072312	-1.542455	9.59311	-3.131164	-0.39316556	0.23702182	-0.14022343	-1	-1	-1	36
windmills	492	-0.09535293	-0.1234833	-0.11902612	3.7270415	1.9889605	-3.3808823	0.07895431	-0.6783988	-0.65045434	-1	-1	-1	-1
local effects	1353	-0.078177996	0.14468262	-0.0826529	-1.1195207	-2.7282383	19.57174	0.19718023	-0.7116294	-0.14443015	-1	-1	-1	-1
judaism	118	-0.044170354	-0.0007724507	-0.11531764	-0.13167605	4.851961	9.44358	-0.13341862	-0.6673132	-0.566812	-1	-1	-1	39
conduction	679	0.08710866	0.026856076	-0.16119465	17.731506	-3.2200632	8.542842	-0.26262462	-0.40738067	-0.28597364	-1	1	-1	8
play	1540	-0.14065653	0.06412841	0.012255735	-9.944285	-10.823192	8.656933	-0.48542342	-0.50105816	-0.60493165	-1	-1	-1	-1
bean Managed Persistence	977	-0.082673974	-0.12810816	0.101597264	2.4041011	4.5113826	-13.327711	-0.057021156	-0.31082305	0.0031700796	-1	-1	21	-1
ejb.0	1612	-0.10854658	-0.07320691	-0.004689681	3.6463528	5.6644297	-6.063401	0.3602653	-0.66743636	-0.32358962	-1	21	6	-1
comic books	613	-0.09773605	-0.06017626	0.010989857	-7.976971	2.3152335	0.47493422	-0.31011364	-0.035178203	-0.6412719	-1	26	-1	-1
distillation	1548	0.06757778	-0.077150814	0.05452229	-0.7329132	17.84966	-3.102449	-0.6979853	0.26803848	-0.13722402	16	8	-1	26
servlet	1449	0.008926239	0.0784629	0.08667058	-19.032732	-1.8609725	-5.3449035	-0.5578157	-0.32410738	-0.46069604	13	2	5	29
gross sales	310	-0.08727064	0.17627051	0.036745377	-13.307045	1.0241759	7.7822065	0.59150213	0.13418679	-0.29896167	-1	33	-1	-1
open-source software packages	716	-0.16631065	-0.06118613	-0.09632845	4.3766966	8.367425	12.538512	0.5451861	0.33249146	-0.7199791	19	42	-1	-1
extranets	1172	-0.09453319	-0.069460236	0.071015984	-5.1935997	0.18025367	-6.967971	-0.26737902	0.22812076	-0.51555216	-1	-1	-1	-1
person who does not belong to any party and is an independent candidate	2076	0.24286726	-0.024928765	-0.032013047	9.775787	-4.931639	1.7939044	-0.5950298	-0.19885513	-0.40561274	8	7	5	13
anthropogenic climate change	779	-0.04394222	-0.10142466	0.20383675	-6.7546773	1.9542156	-8.541804	-0.4052482	-0.981719	-0.6512743	18	31	-1	25
themes	185	0.02921375	-0.030592017	-0.081385024	4.4933863	-3.8709898	4.4069486	0.07589199	1.0254374	-0.5596731	-1	-1	-1	-1
alternatively	404	-0.010610986	0.21221286	0.011406203	-3.1961713	-18.701094	-2.7094913	0.57828796	0.14047915	-0.29113284	-1	22	-1	4
pOP	689	0.07228759	0.15328816	0.07989312	2.655169	-9.78001	-16.119389	-0.111634694	-1.0220886	-0.69076383	12	-1	-1	-1
adoption	2007	0.047074433	-0.014351304	-0.032877155	-0.7067313	18.933939	-0.7844484	-0.68712145	0.26713416	-0.16044687	-1	8	-1	-1
natural climate change	2008	-0.07102521	0.22265218	0.042982556	-15.936871	-6.935885	-1.9509394	0.02406636	0.077585936	-0.47897333	-1	-1	-1	-1
that of Obama\\u2019s	1813	-0.08404724	-0.075943016	-0.05348361	-3.7428005	13.114412	5.938156	-0.8927326	-0.14293356	-0.4677858	24	-1	-1	-1
carbon dioxide	628	-0.039707758	-0.025672052	0.0051473067	4.1568985	5.269434	5.90973	0.17730068	0.26461396	-0.3018093	28	-1	-1	-1
know that	605	-0.23605143	0.16321807	-0.082834475	-8.609081	-4.8149967	14.224586	0.19464025	0.17139804	-0.80808395	-1	-1	1	-1
xoom	825	-0.055230275	-0.024950247	-0.10598436	-1.7063885	3.8404956	11.498646	-0.072147764	-0.6761779	-0.62407583	-1	-1	-1	39
fair trade	1682	-0.050614156	-0.09474041	0.055411655	2.649084	13.744798	-8.264263	-0.26016116	-0.3415556	-0.11957427	29	8	-1	27
chip shot	982	-0.074699424	0.0019089878	-0.056292247	-4.380327	-10.79618	7.4274335	0.2780131	-0.6225375	-0.36585513	-1	-1	6	-1
. If the repo rate is lower	670	0.09984964	-0.077826485	0.0577313	0.2887229	19.482456	-3.7882729	-0.21983184	0.15390363	0.15982862	16	8	18	-1
vaping	598	0.16937421	0.06733763	0.054084	7.5978265	-7.211141	-15.599648	0.051721387	0.7507429	-0.3363582	5	-1	-1	-1
lightroom	1834	0.009765724	-0.13160466	0.09885866	-5.5242653	14.844276	-15.325643	0.6116611	-0.9251961	-0.56245816	20	12	-1	0
know-how	1982	-0.24649368	0.15503684	-0.082118444	-8.611238	-4.80676	14.222341	0.7725499	0.18338901	-0.83236134	-1	-1	-1	-1
static IPs	1807	-0.011644497	-0.10420921	-0.14843358	15.461724	3.171473	5.0318613	-0.48922244	-0.46395487	-0.413752	-1	0	5	5
xTi	1641	-0.058801115	-0.06174146	0.054348767	-3.0722554	4.365463	-6.57051	-0.17696574	-0.78151304	-0.20941913	25	30	-1	-1
to be efficient	1327	-0.10911878	-0.004153704	-0.11572425	3.4900331	0.046654653	14.268355	0.25972134	-0.8666716	-0.6549192	-1	36	-1	38
fats	672	0.037371084	0.035952013	0.015996387	-11.39532	8.592157	7.8575807	-0.16515982	0.09997761	-1.3274473	14	9	-1	-1
advertisement	1450	-0.082567774	-0.15072799	0.18294387	0.4328164	6.801464	-12.688606	-0.0499599	-0.84173054	-0.025404505	18	11	-1	18
dog	40	0.014151053	-0.15625888	0.13239491	-0.72375804	10.106794	-14.53949	-0.67682064	0.4716934	-0.011028054	-1	-1	-1	18
non - executive directors	43	0.30521855	-0.03914821	-0.018389013	14.45751	-11.24	-2.9482245	-0.5576358	-0.67721313	-1.1159567	-1	7	-1	13
net sales	2095	-0.13517596	0.07492559	0.042565856	-8.392481	0.052037124	3.3226237	-1.0398496	0.73675746	-0.54675543	-1	-1	-1	-1
hibernate	187	-0.045167487	-0.112776466	0.17937541	-6.5165224	1.8063446	-8.1827345	-0.40717903	-0.69280064	-0.51319116	18	31	-1	25
cartoons	828	-0.049348064	-0.13078897	0.043908764	-3.9779615	8.439628	-3.2916622	-0.3952074	-0.38237035	-0.12743694	-1	30	-1	36
moose hoofs	792	-0.14771403	-0.052022815	-0.09624857	2.3808258	8.346531	12.277402	-0.45388746	-0.151441	-0.54054517	19	-1	-1	-1
normative ethics	412	-0.059661984	-0.1383498	0.22218487	-1.8870735	7.481958	-15.089267	-0.0063079093	0.1877987	-0.042937487	18	11	-1	18
washington State	1583	-0.13406585	0.05643582	0.018292582	-9.65958	-10.273584	9.039462	-0.43144497	-0.49393448	-0.39642808	-1	28	5	-1
queen ’s crown	489	-0.044980172	-0.099413805	0.04028004	7.8221555	4.332633	-10.004036	-0.85312265	-0.112687215	-0.4473007	29	19	-1	22
multiple Sclerosis or MS	680	-0.10264331	0.06970048	-0.08145304	-4.654193	-10.117242	7.134474	0.29550573	-0.6454856	-0.41375756	-1	-1	6	-1
primary election may	113	0.05125389	-0.09453745	-0.15543787	16.40723	3.443439	4.549265	-0.22575517	-0.471412	-0.67526114	-1	0	-1	5
pOP3	1363	0.059449565	-0.09059529	-0.15145285	16.624413	3.0584586	4.7735214	-0.5755458	-0.47142193	-0.65782607	-1	0	-1	5
pollutants	813	-0.00853374	-0.118306845	0.20833862	-7.477951	12.088055	-14.658963	-0.4696922	-0.9215145	-0.72237694	-1	10	-1	-1
executive directors	1663	-0.10699931	0.020812707	0.08780662	-8.537643	-9.099799	-5.172989	0.035428006	-1.2137076	0.27555072	-1	-1	-1	-1
steroids	1007	0.08884162	0.11141071	-0.08241297	-0.967388	-15.357792	7.0998535	0.28311253	-0.3625564	-0.23739782	-1	-1	-1	-1
a syllogistic , causal demonstration based on the primary principles or first causes of things	485	0.043426983	0.046166595	-0.014535537	-0.3749483	-3.4446836	-1.332747	-0.14025633	-1.2847127	-0.6821714	-1	-1	-1	-1
plant based diet	459	-0.07082934	0.17129986	0.006604821	-3.6697228	-7.362353	4.1961694	0.19430508	-0.86540645	-0.28701633	-1	25	-1	-1
nuclear power plant	392	0.023458134	-0.008596257	0.11104683	-17.097422	6.370538	1.4188399	-0.29687855	0.9713249	-0.8532038	10	-1	-1	-1
hipster	886	0.028554885	0.0776692	-0.06621277	2.6839962	0.32093543	3.934715	0.50399166	-1.1277311	0.18344624	14	-1	-1	-1
dell Streak	1852	0.040695865	-0.07783452	-0.023954626	-0.33955163	10.855306	5.858948	-0.18268558	-0.021671122	-0.6763615	-1	-1	-1	-1
chip shots	1314	0.2612084	-0.019381117	-0.04117305	16.793814	-6.9609833	1.5480338	0.37021106	0.100757875	-1.260357	8	-1	-1	-1
some also known as ‘ dark ivory ’	1523	0.04353762	-0.085458495	0.12829868	-1.5939761	16.968697	-3.7488112	-0.7236185	0.018955464	-0.1209972	-1	8	-1	-1
1.CGI	2030	0.037373483	0.16161458	0.012789981	-2.5201468	-12.456828	-2.6210577	-0.8756062	-0.88358957	0.13387871	-1	5	-1	-1
multiple sclerosis	518	0.044088744	0.064291365	-0.019887954	4.3783507	-6.8306212	1.7679121	0.33152252	-0.49333435	-0.2773462	14	-1	6	-1
morality	144	-0.17580473	-0.05099943	-0.0763593	4.863361	5.8599744	15.669715	-0.09150858	-0.67945516	-0.08176943	19	40	-1	-1
standard Acrobat	1451	0.2562738	-0.018269403	-0.028936403	12.395685	-8.8691635	3.5228276	-0.48277536	-0.58162886	-1.1978678	8	7	-1	13
\\u201cethical\\u201d	204	-0.0077161165	-0.12678404	-0.08602001	8.0305605	12.74207	5.604365	-0.63565725	-1.312617	-0.5114472	-1	-1	-1	-1
natural phenomena	618	-0.091572486	0.053331845	-0.1551116	2.656906	-3.4252026	14.406155	0.5307981	-0.81667995	-0.4054426	-1	36	-1	-1
caste system	1315	-0.12566058	0.16281956	0.06822883	-4.976067	-4.994995	1.8707057	0.22274455	0.23793302	-0.38649517	-1	25	-1	-1
there ’s also that big possibility that you ’ll be sacked off your throne	1293	-0.06502989	-0.12712553	-0.013583467	-3.9841645	13.197115	5.1507664	-0.91116333	-0.11510388	-0.2392113	-1	-1	-1	-1
lLCs	1200	0.2218219	0.056516167	0.1382066	6.373016	-6.4951897	-7.5449333	0.49420428	-0.87680304	-0.053654246	-1	-1	-1	-1
dFDs	227	0.009358269	-0.026901515	0.0066492534	4.870266	5.627635	-0.65479994	0.9382425	-0.9881734	-0.17847884	-1	-1	-1	-1
t Mobile	992	0.0894842	0.15253748	0.073632345	2.591607	-9.748144	-15.825232	-0.09122337	-0.98911023	-0.70334196	-1	-1	-1	1
contaminants	1620	-0.11666442	0.05027359	-0.20187011	-3.1753755	-12.369039	13.929905	0.36208773	-0.96799546	-1.3760985	15	16	-1	9
chipping	971	0.020515671	0.09272002	-0.0008899878	-12.894593	-2.1093655	4.1291327	0.30564436	-0.40860617	-0.70886827	-1	-1	-1	-1
\\\\u201cLegal\\\\u201d	1751	0.22063164	-0.07605369	0.0076358393	16.619785	-7.1629257	-5.8381305	0.3955002	-0.634712	-1.2232069	7	6	-1	-1
non - sister chromatids	1151	-0.13053782	-0.09855493	0.0004174472	-5.4890914	4.4888396	5.7539344	-0.9659223	-1.0890467	0.11962591	-1	-1	-1	-1
white rum	478	-0.09894413	0.061145872	-0.050637756	-8.291833	-11.349133	8.960242	0.09328714	-0.49379236	-0.5294435	-1	28	-1	-1
chips	435	-0.042787064	0.051417787	-0.020512074	1.0116471	-3.3587823	-6.247458	-0.114018805	-1.0391684	-0.2994491	14	38	-1	-1
2 G	1946	0.001965907	0.084097855	0.07945101	-18.426277	-2.024744	-5.425363	-0.41198462	-0.9549324	-0.5005436	13	2	-1	-1
flow charts	619	-0.07952329	-0.17334369	-0.18959501	12.006391	11.130595	3.7772465	0.40377474	-0.90073925	-0.72684836	-1	15	3	-1
coke Zero	1937	-0.1276858	0.006576486	0.09858446	-6.5754976	-1.2978446	-0.28473857	0.06453244	0.24842758	-0.57536435	-1	26	-1	37
arbitrators	2000	0.04437267	-0.09458792	-0.04054331	2.2195044	12.714238	9.191269	-0.2547941	-0.77985287	-0.6834088	22	41	-1	41
trump	1560	0.22238308	0.008946804	-0.05684453	16.717285	-3.4248354	-2.6520417	-0.9696358	-0.30865473	-0.6545631	-1	-1	-1	-1
weasels	920	-0.04995044	0.025153514	-0.12404697	-1.6499422	-0.9332597	17.307798	-0.3222102	-0.091249436	-0.12224151	-1	35	-1	21
non-countable noun	1218	0.019570617	-0.0449284	-0.059844255	11.016414	10.008851	-4.128672	0.28596413	-0.5644918	-0.40437734	-1	20	6	10
obama\\u2019s administration	1075	-0.15677233	-0.05642417	-0.078101955	5.1232405	4.9489675	15.866348	-0.6256835	-0.8551262	0.010847192	19	40	-1	-1
hashtable	836	0.063562624	0.015110245	0.029410286	12.862694	9.719392	-5.660219	-0.6403764	-0.25134468	-0.49421218	-1	20	-1	10
bill Gates	2012	0.011183418	-0.15189269	0.07945322	11.552742	2.1178594	-11.14016	-0.5015336	0.5174088	-0.022842301	20	19	-1	-1
totalitarianism	1239	0.047892135	-0.104072995	-0.022328567	10.960447	2.2787576	-9.268608	-0.47354817	0.511558	-0.33977348	-1	19	-1	-1
verizon	123	0.0701158	0.14988726	0.07466788	2.6116443	-9.739939	-16.051687	-0.104128726	-1.0216092	-0.6930672	12	-1	-1	1
townhouse	283	-0.083836325	0.124319546	-0.07179714	0.40541378	-11.883538	6.984149	0.2970078	-0.4072221	-0.58490974	-1	23	6	-1
taiwanese	1610	0.12667353	0.021408956	-0.15752624	17.87777	-3.568704	8.172585	-0.743045	-0.40604517	-0.323488	-1	1	-1	8
descriptivism	1036	-0.12783258	0.04374451	0.058435667	-10.193421	8.176276	4.8000946	-0.11003957	0.51075435	-0.19823122	-1	9	-1	17
windmill	1839	-0.1321828	-0.03347664	-0.0667276	-8.997422	11.654901	9.615116	0.0859767	-0.46488008	-0.5631888	19	9	-1	-1
intranets	197	-0.05808314	-0.064962074	0.10640208	-5.3511567	0.7343576	-7.1037035	-0.27534837	0.22578646	0.022997677	-1	-1	16	-1
progressive	2002	-0.050943036	-0.08772329	0.06813675	3.5943553	14.826737	-8.293485	-0.6826836	0.19415273	-0.0670921	29	8	-1	27
wiFi version	995	-0.019017829	0.24409792	0.067738235	-16.897043	-6.108512	-2.5048149	-0.34620884	0.6183273	-0.7522703	-1	2	-1	-1
adopted child	1546	-0.15285312	-0.16411293	-0.21670978	10.858895	6.3993564	7.8399367	-0.0038106162	-0.5184216	-0.51118994	3	17	-1	40
jews	727	-0.13161342	0.110268205	-0.10212851	1.9903847	-9.876677	8.085789	0.6544833	0.27270275	-0.8334273	-1	23	-1	-1
knows how	528	0.02481852	0.045483965	-0.012823758	-0.37530026	-3.4430766	-1.3322878	-0.1440913	-1.2878414	-0.67116964	14	-1	-1	-1
mere opinion	411	0.044965487	0.29464	0.15220256	-16.64415	0.87943757	4.593654	0.30657881	-0.95504695	-0.07358352	0	33	-1	20
dictator	422	-0.04318617	0.23036523	0.08051119	-17.079824	-5.6845417	-2.6579742	-0.474656	-0.050246898	-0.7290411	-1	2	-1	-1
adjectives	1017	-0.032218542	-0.021464434	-0.08121775	4.24349	-0.10388348	-13.070527	-0.7323506	0.45159054	-0.61360735	-1	11	-1	-1
scientist	1136	0.047843255	0.29613078	0.17217068	-16.737082	-0.046035226	4.0861206	0.26075405	-0.95211697	0.060629606	0	33	-1	20
dC	1817	-0.13350299	0.06430774	0.030618677	-9.977933	-10.127387	8.573398	-0.4292697	-0.48114824	-0.37980923	-1	28	5	-1
zakath	764	-0.1366753	0.05781298	0.07386127	-13.438779	2.441945	8.500086	0.5740158	0.2115159	-0.44345585	-1	33	-1	-1
north Indians	964	-0.0119329	0.13730036	0.045606133	-10.511406	-3.2465167	7.074004	0.8782996	0.547157	-1.1179416	-1	-1	-1	-1
beforehand	101	-0.14070481	-0.058688935	-0.07444371	5.100688	4.992132	16.009457	-0.63298213	-0.84940135	0.029945834	19	40	-1	-1
vegan diet	1203	0.059517555	-0.11073169	0.03800677	-4.8933954	11.845172	1.7138674	-0.66198826	0.025910325	-0.9168218	16	27	-1	33
“ indie ”	1686	0.117417224	0.18140322	0.025320455	-2.598203	-7.8485894	-8.706694	-0.07524983	0.018022016	-0.3002942	11	37	-1	3
coal	7	0.11426316	0.12382667	0.026650975	-0.21775931	-6.5590334	0.81476057	0.10889852	0.62136203	-0.26829335	-1	-1	-1	-1
“ Hipster ”	1295	-0.038438916	-0.07103354	0.21883795	-12.394908	10.292929	-14.75745	-0.17578173	-0.2051308	-0.95340186	18	10	-1	-1
baking soda	458	0.13831423	-0.0007852698	0.01787992	13.592964	9.034351	-5.459125	-0.82840514	-0.24884997	-0.50934196	5	20	-1	-1
dew point	821	-0.120164566	0.06853608	-0.01861263	-4.3742876	1.1649016	5.917626	0.45865056	-0.16501108	-0.5131594	-1	-1	-1	-1
washington DC	625	-0.079816036	0.09191862	0.07235367	-11.743526	1.9534823	6.5835376	0.21326752	0.22059017	-0.25710252	-1	33	-1	-1
b HP	907	-0.13329966	0.066478334	0.0583448	-9.91507	-8.447477	7.7519217	0.3188427	-0.38474098	-0.15018207	-1	28	-1	35
rPG	686	-0.13529685	0.07095776	0.107230805	-9.89522	-14.377706	-3.7550857	0.6773036	0.65545624	-0.6963282	-1	3	-1	-1
beakers	881	0.07002651	-0.048634365	0.031123666	0.78880125	3.864285	0.24279837	-0.68589675	-1.141418	-0.1625288	-1	-1	-1	-1
computer science	26	-0.09407355	-0.13325067	0.17586948	0.5539027	6.7600203	-11.386163	0.5323945	-0.3355822	-0.22866409	18	11	-1	18
cMP bean developer	910	0.08398425	0.20553361	-0.11745176	-0.17206009	-16.975355	3.2045677	0.29777667	-0.5584017	-0.49689853	1	22	6	12
electronic cigarettes	1408	0.16347854	0.0640521	0.06610576	7.62747	-7.185146	-15.779759	-0.27917573	0.7570616	-0.3191186	-1	14	-1	-1
villa	1768	-0.14206414	0.021835245	-0.026199717	-6.247725	0.375858	10.20714	-0.086864814	-0.5852128	-0.2112885	-1	34	-1	39
minutes	1698	-0.12998128	-0.05364981	0.012672367	5.038678	10.812491	12.810636	0.56335574	0.2115303	-0.7529135	-1	-1	-1	-1
businesses	1370	-0.13037612	0.009637812	0.101821505	-7.076563	-1.3026999	-0.4005587	0.043530323	0.2606496	-0.56757426	-1	26	-1	-1
container Managed Persistence	44	-0.08927481	-0.12442188	0.08571901	2.455018	4.4519835	-13.30979	-0.054203168	-0.30900824	-0.019780662	-1	-1	21	-1
bachelor	1926	-0.0074122427	0.03647095	0.06124662	-12.26203	-2.4368412	-7.196519	0.2583515	0.9678106	-0.83205336	-1	-1	-1	-1
eero	1757	-0.102996044	-0.00077444856	0.07058899	-5.937023	6.691372	11.851724	0.9620036	-0.6003818	0.010541606	-1	-1	-1	-1
eJB3.0	444	-0.13080452	-0.011097175	0.024193367	-7.1176076	3.159434	11.890604	0.37072298	0.18044946	-0.3512276	21	34	-1	39
pureto Rican ancestors	1804	-0.13964069	0.07910611	0.1130952	-9.884979	-14.817294	-3.699137	0.66681767	0.6606101	-0.6719015	-1	3	-1	-1
testosterone	277	-0.094262816	-0.110548966	-0.18570553	9.6911	2.8871388	6.548576	0.17374401	-0.7997387	-0.06858713	-1	18	-1	-1
farm	230	0.03105339	-0.017910045	-0.017059168	11.794791	9.939736	-4.8891187	-0.1602465	-0.29779696	-0.42799664	-1	20	-1	10
or by	807	0.23203021	0.06796394	0.0235893	5.6750073	-11.821332	-11.56021	0.5876098	-0.5876237	-0.17548297	-1	-1	4	-1
republican Party	1300	-0.010337734	0.17141719	0.03954814	-3.7392898	-20.400675	-3.749808	0.64030904	-0.7587842	-0.3879786	-1	22	-1	-1
obama	805	-0.01967711	0.18105699	0.0510264	-3.9703977	-20.573593	-3.7959986	0.6601447	-0.8185029	-0.426398	-1	22	-1	-1
wahabi Muslims	398	-0.13681021	-0.18662217	-0.18900926	10.661527	10.059536	4.3527226	0.36469254	-0.9071572	-0.84444064	3	-1	-1	-1
burundi	1799	0.0179291	-0.13216995	0.102511846	-5.2698812	14.174807	-14.737454	-0.33915317	-0.73906887	0.36437252	20	12	0	0
schizophrenia	1637	-0.052133497	-0.027668893	0.1894987	-8.857822	0.6616767	-9.542137	-0.17536697	-1.002853	-0.39628592	-1	31	-1	-1
goal	1251	0.10098519	0.09194184	-0.0069201505	6.5033236	-13.092822	-6.297118	0.40037557	0.38623068	-1.0836123	-1	-1	-1	-1
thus	529	-0.24339488	0.14906026	-0.08152409	-8.6073265	-4.819704	14.225734	0.18976185	0.18376246	-0.7924466	-1	-1	1	-1
pound	1154	-0.15395513	0.15813497	-0.011148597	-8.848748	-13.1887245	2.4457393	0.34286517	-0.25190392	-0.841835	23	3	-1	31
climatic	1577	-0.034175623	-0.005543418	-0.17974949	3.5611029	-6.7358184	12.78142	0.22335786	-0.5232713	-0.38314122	-1	-1	6	-1
republican Party – also known as GOP , Grand Old Party –	1975	-0.0799298	0.09940969	0.014921611	-13.317812	1.577086	0.45697522	-0.5601341	-0.48122355	0.006083405	-1	-1	-1	-1
king ’s crown	1012	-0.017201334	-0.18240967	-0.17763697	11.946216	12.7494955	2.2696579	0.67995745	-0.21949272	-0.93669087	4	15	-1	7
commonwealth of Puerto Rico	255	-0.093165465	-0.11885233	0.22126271	-1.1848538	6.180474	-12.261401	-0.14450788	-0.62963176	-0.04674385	-1	11	-1	18
, comic books	715	0.0027020455	-0.09618233	0.012930068	9.66034	3.136288	-9.509601	-0.19211732	0.526957	-0.38174516	-1	19	-1	-1
american cartoons	1048	0.107614875	-0.05351936	-0.03493738	-0.22605407	2.473077	6.23639	-0.7001531	-0.3428366	-0.16622134	-1	-1	-1	-1
photoshop	1595	0.0119828675	-0.1295484	0.099570505	-5.2881227	14.665512	-15.938655	0.63933724	-0.9333825	-0.5883655	20	12	-1	0
memory	216	-0.1723291	0.0065895724	-0.036341295	-6.619823	0.9853972	7.7278533	-0.0004089701	-0.10697417	-0.64605635	-1	34	1	-1
regulate	1140	-0.038216144	-0.091575906	0.079674825	3.8051488	14.947574	-8.281614	-0.71042484	0.4269548	0.07169421	-1	8	-1	-1
lucifer	1082	0.007037134	-0.20355622	0.07224336	-2.2791123	12.594048	-14.987805	-0.81536233	-0.58192855	-0.054242544	-1	-1	-1	-1
mormons	1814	0.10488936	-0.004908063	-0.18954608	17.925266	-2.5496566	7.696701	-0.046687506	-0.40980512	-0.32617554	-1	1	-1	8
pitches	1815	-0.049006168	0.048787646	-0.025187995	1.1664582	-3.3942153	-6.2866683	-0.10738189	-1.0413654	-0.37684843	14	38	-1	16
supreme Leader of Iran	176	0.07077362	-0.14592667	-0.028760292	11.97279	3.315603	-5.055747	0.3675244	-0.4471692	0.4050665	-1	-1	22	-1
allah	1266	0.13565703	-0.009853222	0.062502295	8.981068	-7.054667	-16.933168	-0.6101776	0.76057774	-0.28728616	5	14	-1	2
burning of coal	1992	0.02897742	-0.007683392	0.11418066	-17.097237	6.37013	1.4191512	-0.2944496	0.96334517	-0.8359677	10	-1	-1	-1
shot	429	-0.07909273	0.017675135	-0.063615896	-4.4292417	-10.66126	7.3561587	0.28203613	-0.62983024	-0.37958834	32	-1	6	-1
hypermetropia Hyperopia or Hypermetropia	729	0.08457389	-0.0047298716	-0.09630664	5.4841537	0.6880969	17.238127	-0.084518455	-0.6275878	-1.0252124	17	-1	-1	-1
fostering	658	0.01789319	0.020216888	-0.083151884	-3.0257783	-0.98724324	17.426003	-0.6300198	0.25612134	-0.16315615	-1	-1	-1	-1
present administration	1792	-0.008756932	0.0792433	-0.018938847	0.6458752	-11.29274	-2.5638793	0.32509708	0.47138017	-0.92228717	-1	5	-1	6
